"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.TENR","Total de inscripciones, nivel primario (% neto)","Tasa bruta ajustada de matrícula, educación primaria. El total de inscriptos es la cantidad de alumnos del grupo en edad escolar correspondiente a la educación primaria inscriptos en la escuela primaria o secundaria, expresada como porcentaje de la población total en ese grupo etario. La Tasa neta de matrícula (TNM) muestra la cobertura de estudiantes en el grupo etáreo en edad oficial de cursar educación primaria matriculados en dicho nivel, mientras que la tasa bruta ajustada de matrícula (TBAM) amplía la medida a los estudiantes en edad oficial de cursar educación primaria que ya han iniciado la secundaria debido a que quizás entran a la primaria antes de cumplir la edad oficial o se saltan grados debido a su rendimiento académico.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.TCHR.FE.ZS","Educación de nivel primario, maestras (% de mujeres)","Porcentaje de maestras, educación primaria. Corresponde al número de maestras en primaria, expresado como porcentaje del total de docentes (varones y mujeres) en dicho nivel en un año escolar determinado. El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultadas oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de título académico o del medio (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.TCHR","Educación de nivel primario, maestros","Personal docente en educación primaria, instituciones públicas y privadas, tiempo completo y parcial, todos los programas, total. Corresponde al número total de docentes en instituciones públicas y privadas de educación primaria. El término “docentes” se refiere a personas empleadas a tiempo completo o parcial, facultadas oficialmente para guiar y dirigir la experiencia de aprendizaje de alumnos y estudiantes, independientemente de título académico o del medio de enseñanza (presencial y (o) a distancia). Esta definición excluye al personal educacional que no cumple funciones docentes activas (por ejemplo, directores y directoras de escuela que no imparten docencia) y personas que trabajan ocasionalmente o de manera voluntaria en instituciones educacionales.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.TCAQ.ZS","Maestros capacitados en educación de nivel primario (% del total de maestros)","Porcentaje de docentes titulados, educación primaria, total. Corresponde al número de docentes que han recibido la capacitación formal mínima (antes o durante el servicio) exigida para ejercer la docencia en el nivel primario en un país determinado, expresado como porcentaje del número total de docentes en dicho nivel.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.TCAQ.MA.ZS","Maestros capacitados en educación de nivel primario, varones (% del total de maestros varones)","Porcentaje de docentes titulados, educación primaria, varones. Corresponde al número de maestros que han recibido capacitación formal mínima (antes o durante el servicio) exigida para ejercer la docencia en el nivel primario en un país determinado, expresado como porcentaje del número total de maestros en dicho nivel.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.TCAQ.FE.ZS","Maestros capacitados en educación de nivel primario, mujeres (% del total de maestras)","Porcentaje de docentes titulados, educación primaria, mujeres. Corresponde al número de maestras que han recibido capacitación formal mínima (antes o durante el servicio) exigida para ejercer docencia en el nivel primario en un país determinado, expresado como porcentaje del número total de maestras en dicho nivel.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.REPT.ZS","Repetidores, escuela primaria, total (% del total de inscriptos)","Porcentaje de repitentes en educación primaria, todos los grados, total. Corresponde al número de estudiantes matriculados en el mismo grado que el año anterior, expresado como porcentaje de todos los estudiantes matriculados en la educación primaria. Para calcularlo, se divide la suma de todos los estudiantes repitentes en todos los grados de educación primaria por el total de estudiantes matriculados en dicho nivel de educación y se multiplica por 100.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.REPT.MA.ZS","Repetidores, escuela primaria, varones (% de varones inscriptos)","Porcentaje de repitentes en educación primaria, todos los grados, varones. Corresponde al número de alumnos varones matriculados en el mismo grado que el año anterior, expresado como porcentaje de todos los alumnos matriculados en la educación primaria. Para calcularlo, se divide la suma de todos los niños repitentes en todos los grados de educación primaria por el total de niños matriculados en dicho nivel de educación y se multiplica por 100.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.REPT.FE.ZS","Repetidores, escuela primaria, mujeres (% de mujeres inscriptas)","Porcentaje de repitentes en educación primaria, todos los grados, mujeres. Corresponde al número de alumnas matriculadas en el mismo grado que el año anterior, expresado como porcentaje de todas las alumnas matriculadas en la educación primaria. Para calcularlo, se divide la suma de todas las niñas repitentes en todos los grados de educación primaria por el total de niñas matriculadas en dicho nivel de educación y se multiplica por 100. ","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRSL.ZS","Perseverancia en la escuela hasta el último grado del nivel primario, total (% de la cohorte)","Perseverancia hasta el último año de primaria, total. Corresponde a la proporción de estudiantes matriculados en el primer grado de educación primaria que eventualmente llegan al último grado dicho nivel. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRSL.MA.ZS","Perseverancia en la escuela hasta el último grado del nivel primario, varones (% de la cohorte)","Perseverancia hasta el último año de primaria, varones. Corresponde a la proporción de niños matriculados en el primer grado de educación primaria que eventualmente llegan al último grado dicho nivel. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRSL.FE.ZS","Perseverancia en la escuela hasta el último grado del nivel primario, mujeres (% de la cohorte)","Perseverancia hasta el último año de primaria, mujeres. Corresponde a la proporción de niñas matriculadas en el primer grado de educación primaria que eventualmente llegan al último grado dicho nivel. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRS5.ZS","Perseverancia en la escuela hasta el quinto grado, total (% de la cohorte)","Perseverancia en la escuela hasta el quinto grado, total. Corresponde a la proporción de estudiantes matriculados en el primer grado de educación primaria que eventualmente llegan al quinto grado. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRS5.MA.ZS","Perseverancia en la escuela hasta el quinto grado, varones (% de la cohorte)","Perseverancia en la escuela hasta el quinto grado, varones. Corresponde a la proporción de niños matriculados en el primer grado de educación primaria que eventualmente llegan al quinto grado. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRS5.FE.ZS","Perseverancia en la escuela hasta el quinto grado, mujeres (% de la cohorte)","Perseverancia en la escuela hasta el quinto grado, mujeres. Corresponde a la proporción de niñas matriculadas en el primer grado de educación primaria que eventualmente llegan al quinto grado. La estimación está basada en el método de cohorte reconstruida, que utiliza los datos de matrícula y repitentes de dos años consecutivos.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"SE.PRM.PRIV.ZS","Inscripción escolar, nivel primario, sector privado (% del total del nivel primario) ","Porcentaje de matrícula en instituciones privadas, educación primaria. Corresponde a la matrícula en instituciones privadas de educación primaria, expresada como porcentaje de la matrícula total (en instituciones públicas y privadas) en dicho nivel de enseñanza. “Institución privada” se refiere a todas las instituciones educacionales no operadas por la autoridad pública, independientemente de si reciben apoyo financiero de ella. Un porcentaje alto indica una gran participación de sectores distintos al gubernamental (entidades religiosas y otras organizaciones, asociaciones, comunidades, empresas privadas o personas) en la impartición organizada de programas educacionales.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"LP.LPI.INFR.XQ","Índice de desempeño logístico: calidad de la infraestructura relacionada con el comercio y el transporte (1= baja a 5= alta)","Los datos proceden de las encuestas del Índice de Desempeño Logístico realizadas por el Banco Mundial, en asociación con instituciones académicas e internacionales, compañías privadas e individuos involucrados en logística internacional. La ronda de encuestas del 2009 cubrió más de 5.000 evaluaciones para diversos países por medio de casi 1.000 servicios de expedición de carga. Los encuestados evalúan ocho mercados por medio de seis dimensiones básicas, en una escala de 1 (peor) a 5 (mejor). La elección de los mercados se basa en los mercados de importaciones y exportaciones más importantes del país de los encuestados, por selección al azar y, para los países sin salida al mar, por los países vecinos que los conectan con los mercados internacionales. Los detalles de las metodologías para las encuestas se encuentran en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy” (2010). Los encuestados evaluaron la calidad del comercio y la infraestructura relacionados con el transporte (por ejemplo: los puertos, ferrocarriles, carreteras y tecnologías de la información), en una clasificación que va desde 1 (muy baja) a 5 (muy alta). Los puntajes se promedian entre todos los encuestados.","Banco Mundial y Facultad de Economía de Turku, Encuestas sobre el Índice de Desempeño Logístico. Los datos están disponibles en línea en: http://www.worldbank.org/lpi. Un resumen de los resultados se encuentra publicado en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy , The Logistics Performance Index and Its Indicators” (Vincularse para competir: la logística del comercio internacional en la economía mundial, Índice de Desempeño Logístico y sus indicadores).",
"LP.LPI.CUST.XQ","Índice de desempeño logístico: eficiencia del despacho aduanero (1= baja a 5= alta)","Los datos proceden de las encuestas del Índice de Desempeño Logístico realizadas por el Banco Mundial, en asociación con instituciones académicas e internacionales, compañías privadas e individuos involucrados en logística internacional. La ronda de encuestas del 2009 cubrió más de 5.000 evaluaciones para diversos países por medio de casi 1.000 servicios de expedición de carga. Los encuestados evalúan ocho mercados por medio de seis dimensiones básicas, en una escala de 1 (peor) a 5 (mejor). La elección de los mercados se basa en los mercados de importaciones y exportaciones más importantes del país de los encuestados, por selección al azar y, para los países sin salida al mar, por los países vecinos que los conectan con los mercados internacionales. Los detalles de las metodologías para las encuestas se encuentran en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy” (2010). Los encuestados evaluaron la eficiencia de los procesos de despacho de aduanas (es decir, velocidad, simplicidad y previsibilidad de los trámites), en una calificación que varía de 1 (muy bajo) a 5 (muy alto). Los puntajes se promedian entre todos los encuestados.","Banco Mundial y Facultad de Economía de Turku, Encuestas sobre el Índice de Desempeño Logístico. Los datos están disponibles en línea en: http://www.worldbank.org/lpi. Un resumen de los resultados se encuentra publicado en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy , The Logistics Performance Index and Its Indicators” (Vincularse para competir: la logística del comercio internacional en la economía mundial, Índice de Desempeño Logístico y sus indicadores).",
"LP.IMP.DURS.MD","Plazo de entrega para las importaciones, caso de la mediana (días)","El plazo de entrega para las importaciones es la mediana del tiempo (el valor para el 50% de los embarques) desde el puerto de descarga hasta que llega al consignatario. Los datos se tomaron de la encuesta del índice de  Los encuestados proporcionaron valores separados para el mejor caso (10% de los embarques) y el caso de la mediana (50% de los embarques). Los datos son promedios exponenciales del logaritmo de las respuestas de valores únicos y de los valores medios del rango de respuestas para el caso de la mediana.","Banco Mundial y Facultad de Economía de Turku, Encuestas sobre el Índice de Desempeño Logístico. Los datos están disponibles en línea en: Se publica un resumen de los resultados en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy” (Vincularse para competir: la logística del comercio internacional en la economía mundial),  Índice de Desempeño Logístico y sus indicadores).",
"LP.EXP.DURS.MD","Plazo de entrega para las exportaciones, caso de la mediana (días)","El plazo de entrega para las exportaciones es la mediana del tiempo (el valor para el 50% de los embarques) desde el punto de embarque hasta el puerto de carga. Los datos se tomaron de la encuesta del índice de  Los encuestados proporcionaron valores separados para el mejor caso (10% de los embarques) y el caso de la mediana (50% de los embarques). Los datos son promedios exponenciales del logaritmo de las respuestas de valores únicos y de los valores medios del rango de respuestas para el caso de la mediana.","Banco Mundial y Facultad de Economía de Turku, Encuestas sobre el Índice de Desempeño Logístico. Los datos están disponibles en línea en: Se publica un resumen de los resultados en el informe de Arvis y otros, titulado “Connecting to Compete: Trade Logistics in the Global Economy” (Vincularse para competir: la logística del comercio internacional en la economía mundial),  Índice de Desempeño Logístico y sus indicadores).",
"IT.NET.USER.ZS","Personas que usan Internet (% de la población)","Internet users are individuals who have used the Internet (from any location) in the last 3 months. The Internet can be used via a computer, mobile phone, personal digital assistant, games machine, digital TV etc.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.NET.SECR.P6","Servidores de Internet seguros (por cada millón de personas)","Los servidores seguros son servidores que usan tecnología de encriptación en las transacciones a través de Internet.","Netcraft (http://www.netcraft.com/) y estimaciones sobre población del Banco Mundial.",
"IT.NET.SECR","Servidores de Internet seguros","Los servidores seguros son servidores que usan tecnología de encriptación en las transacciones a través de Internet.","Netcraft (http://www.netcraft.com/).",
"IT.NET.BBND.P2","Suscripciones a banda ancha fija (por cada 100 personas)","Fixed broadband subscriptions refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)-broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.NET.BBND","Suscripciones a banda ancha fija","Fixed broadband subscriptions refers to fixed subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s. This includes cable modem, DSL, fiber-to-the-home/building, other fixed (wired)-broadband subscriptions, satellite broadband and terrestrial fixed wireless broadband. This total is measured irrespective of the method of payment. It excludes subscriptions that have access to data communications (including the Internet) via mobile-cellular networks. It should include fixed WiMAX and any other fixed wireless technologies. It includes both residential subscriptions and subscriptions for organizations.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.MLT.MAIN.P2","Suscripciones a telefonía fija (por cada 100 personas)","Fixed telephone subscriptions refers to the sum of active number of analogue fixed telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents and fixed public payphones.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.MLT.MAIN","Suscripciones a telefonía fija","Fixed telephone subscriptions refers to the sum of active number of analogue fixed telephone lines, voice-over-IP (VoIP) subscriptions, fixed wireless local loop (WLL) subscriptions, ISDN voice-channel equivalents and fixed public payphones.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.CEL.SETS.P2","Suscripciones a telefonía celular móvil (por cada 100 personas)","Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IT.CEL.SETS","Suscripciones a telefonía celular móvil","Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.","Unión Internacional de Telecomunicaciones, Informe sobre el Desarrollo Mundial de las Telecomunicaciones/TIC y base de datos.",
"IS.SHP.GOOD.TU","Tráfico marítimo de contenedores (TEU: unidades equivalentes a 20 pies)","El tráfico portuario de contenedores mide el flujo de contenedores del modo de transporte terrestre a marítimo y viceversa, en unidades equivalentes a 20 pies (TEU), un contenedor de tamaño estándar. Los datos se refieren al transporte de cabotaje, como también a los viajes internacionales. El tráfico de transbordo se recuenta como dos montacargas en el puerto intermedio (una vez para descargar y otra vez como elevación de carga saliente) e incluye las unidades vacías.","Containerisation International, Containerisation International Yearboo.",
"IS.SHP.GCNW.XQ","Índice de conectividad de carga marítima (valor máximo en 2004= 100)","El Índice de conectividad de carga marítima determina en qué medida los países están conectados a las redes mundiales de transporte marítimo. El cálculo lo realiza la Conferencia de las Naciones Unidas sobre Comercio y Desarrollo (UNCTAD) sobre la base de cinco componentes del sector del transporte marítimo: el número de buques, su capacidad para transportar contenedores, el tamaño máximo de los buques, el número de servicios y el número de empresas que implementan buques portacontenedores en los puertos de un país. Para cada componente se divide el valor de un país por el valor máximo de cada componente en 2004, los cinco componentes se promedian para cada país y el promedio se divide por el promedio máximo para 2004 y se multiplica por 100. El índice genera un valor de 100 para el país con el mayor índice de promedio en 2004.  Los datos básicos provienen de Containerisation International Online.","Conferencia de las Naciones Unidas sobre Comercio y Desarrollo, Reseña sobre transporte marítimo 2010.",
"IS.RRS.TOTL.KM","Líneas férreas (total rutas-kilómetros)","Las líneas férreas son la longitud de la red ferroviaria disponible para el servicio de trenes, independientemente de la cantidad de vías paralelas.","Banco Mundial, Departamento de Transporte, Agua y Tecnologías de la Información y las Comunicaciones, División de Transporte.",
"IS.RRS.PASG.KM","Ferrocarriles, pasajeros transportados (millones de pasajeros-kilómetros)","Los pasajeros transportados por ferrocarril son la cantidad de pasajeros transportados por ferrocarril por los kilómetros recorridos.","Banco Mundial, Departamento de Transporte, Agua y Tecnologías de la Información y las Comunicaciones, División de Transporte.",
"IS.RRS.GOOD.MT.K6","Ferrocarriles, mercaderías transportadas (millones de toneladas-kilómetros)","Los bienes transportados por ferrocarril son el volumen de bienes transportados por ferrocarril medidos en toneladas métricas por los kilómetros recorridos.","Banco Mundial, Departamento de Transporte, Agua y Tecnologías de la Información y las Comunicaciones, División de Transporte.",
"IS.AIR.PSGR","Transporte aéreo, pasajeros transportados","Los pasajeros aéreos transportados incluyen tanto los pasajeros de las aeronaves domésticas como de las internacionales de las aerolíneas registradas en el país.","Organización de Aviación Civil Internacional (OACI), estadísticas mundiales de aviación civil y estimaciones de personal de la OACI.",
"IS.AIR.GOOD.MT.K1","Transporte aéreo, carga (millones de toneladas-kilómetros)","El flete aéreo es el volumen del flete, expreso, y las valijas diplomáticas transportados en cada etapa del vuelo (la operación de una aeronave desde el despegue hasta su siguiente aterrizaje), medido en toneladas métricas por kilómetros recorridos.","Organización de Aviación Civil Internacional (OACI), estadísticas mundiales de aviación civil y estimaciones de personal de la OACI.",
"IS.AIR.DPRT","Transporte áreo, partidas de vuelos en todo el mundo de compañías registradas en el país","Las partidas de vuelos en todo el mundo de compañías registradas en el país son los despegues internos y despegues en el exterior de transportistas aéreos registrados en el país.","Organización de Aviación Civil Internacional (OACI), estadísticas mundiales de aviación civil y estimaciones de personal de la OACI.",
"IQ.WEF.PORT.XQ","Calidad de infraestructura portuaria, WEF (1= muy precaria a 7= buen desarrollo y eficiencia conforme a estándares internacionales)","La calidad de la infraestructura portuaria mide la percepción de los ejecutivos de negocios sobre las instalaciones portuarias de su país. Los datos proceden de la Encuesta de opinión de ejecutivos del Foro Económico Mundial, que se realiza desde hace 30 años en colaboración con 150 institutos asociados. La ronda de 2009 incluyó a más de 13.000 participantes de 133 países. El muestreo sigue una doble estratificación sobre la base del tamaño de la empresa y el sector de actividad. Los datos se obtienen en línea o por medio de entrevistas en persona. Las respuestas se agregan utilizando el promedio ponderado por sector. Los datos correspondientes al último año se combinan con los datos del año anterior para crear un promedio móvil de dos años. Las puntuaciones van de 1 (la infraestructura portuaria es considerada muy poco desarrollada) a 7 (la infraestructura portuaria es considerada eficiente según las normas internacionales). A los encuestados de los países sin litoral se les preguntó cuán accesibles eran las instalaciones portuarias (1 = de muy difícil acceso; 7 = muy accesibles).","World Economic Forum, Global Competiveness Report.",
"IQ.WEF.CUST.XQ","Gastos generales del régimen aduanero, WEF (1= muy ineficiente a 7= muy eficiente)","La carga de procedimientos aduaneros mide las percepciones de los ejecutivos de negocios sobre la eficiencia de los procedimientos aduaneros de su país. La calificación es de 1 a 7 y la puntuación más alta indica mayor eficiencia. Los datos proceden de la Encuesta de opinión de ejecutivos del Foro Económico Mundial, que se realiza desde hace 30 años en colaboración con 150 institutos asociados. La ronda de 2009 incluyó a más de 13.000 participantes de 133 países. El muestreo sigue una doble estratificación sobre la base del tamaño de la empresa y el sector de actividad. Los datos se obtienen en línea o por medio de entrevistas en persona. Las respuestas se agregan utilizando el promedio ponderado por sector. Los datos correspondientes al último año se combinan con los datos del año anterior para crear un promedio móvil de dos años. Los encuestados evaluaron la eficacia de los procedimientos aduaneros de su país. La puntuación más baja (1) califica los procedimientos aduaneros como extremadamente ineficientes y la puntuación más alta (7) como extremadamente eficientes.","World Economic Forum, Global Competiveness Report and data files.",
"IQ.SCI.SRCE","Evaluación de los datos fuente de la capacidad estadística (escala 0 - 100)","The source data indicator reflects whether a country conducts data collection activities in line with internationally recommended periodicity, and whether data from administrative systems are available. The source data score is calculated as the weighted average of 5 underlying indicator scores. The final source data score contributes 1/3 of the overall Statistical Capacity Indicator score.","Banco Mundial, tablero de anuncios sobre capacidad estadística (http://bbsc.worldbank.org).",
"IQ.SCI.PRDC","Evaluación de la periodicidad y puntualidad de la capacidad estadística (escala 0 - 100)","The periodicity and timeliness indicator assesses the availability and periodicity of key socioeconomic indicators. It measures the extent to which data are made accessible to users through transformation of source data into timely statistical outputs. The periodicity score is calculated as the weighted average of 10 underlying indicator scores. The final periodicity score contributes 1/3 of the overall Statistical Capacity Indicator score.","Banco Mundial, tablero de anuncios sobre capacidad estadística (http://bbsc.worldbank.org).",
"IQ.SCI.OVRL","Nivel general de la capacidad estadística (escala 0 - 100)","The Statistical Capacity Indicator is a composite score assessing the capacity of a country’s statistical system. It is based on a diagnostic framework assessing the following areas: methodology; data sources; and periodicity and timeliness. Countries are scored against 25 criteria in these areas, using publicly available information and/or country input. The overall Statistical Capacity score is then calculated as a simple average of all three area scores on a scale of 0-100.","Banco Mundial, tablero de anuncios sobre capacidad estadística (http://bbsc.worldbank.org).",
"IQ.SCI.MTHD","Evaluación de la metodología de la capacidad estadística (escala 0 - 100)","The methodology indicator measures a country’s ability to adhere to internationally recommended standards and methods. The methodology score is calculated as the weighted average of 10 underlying indicator scores. The final methodology score contributes 1/3 of the overall Statistical Capacity Indicator score.","Banco Mundial, tablero de anuncios sobre capacidad estadística (http://bbsc.worldbank.org).",
"IQ.CPA.TRAN.XQ","Calificación de transparencia, responsabilidad y corrupción en el sector público de la CPIA (1=bajo a 6=alto)","La transparencia, responsabilidad y corrupción en el sector público evalúan hasta qué punto el Poder Ejecutivo es responsable del uso de los fondos y del resultado de sus acciones ante el electorado y los poderes Legislativo y Judicial y en qué medida se exige a los empleados públicos que conforman el Poder Ejecutivo que rindan cuentas de las decisiones administrativas, el uso de los recursos y los resultados obtenidos.  Las tres dimensiones principales aquí evalúadas son la responsabilidad ante instituciones de fiscalización del Ejecutivo y de los empleados públicos por su desempeño, el acceso de la sociedad civil a información sobre los asuntos públicos, y la captación del Estado por los estrechos intereses creados.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.TRAD.XQ","Calificación de comercio de la CPIA (1=bajo a 6=alto)","El comercio evalúa la manera en que el marco de políticas promueve el comercio de bienes.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.STRC.XQ","Promedio grupal de políticas estructurales de la CPIA (1=bajo a 6=alto)","El grupo de políticas estructurales incluye el comercio, el sector financiero y el ámbito regulador empresarial.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.SOCI.XQ","Promedio grupal de políticas de inclusión/equidad social de la CPIA (1=bajo a 6=alto)","El grupo de políticas de inclusión social y equidad incluyen la igualdad de género, la equidad en el uso de los recursos públicos, la formación de recursos humanos, protección social y laboral, y políticas e instituciones para la sostenibilidad ambiental.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.REVN.XQ","Calificación de eficiencia en la movilización de recursos de la CPIA (1=bajo a 6=alto)","La eficiencia en la movilización de recursos evalúa el patrón general de la movilización de recursos, no solamente la estructura impositiva de hecho, sino también los recursos provenientes de todas las fuentes como efectivamente se recaudan.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.PUBS.XQ","Promedio grupal de instituciones y gestión del sector público de la CPIA (1=bajo a 6=alto)","The public sector management and institutions cluster includes property rights and rule-based governance, quality of budgetary and financial management, efficiency of revenue mobilization, quality of public administration, and transparency, accountability, and corruption in the public sector.","Grupo Banco Mundial, base de datos de la evaluación de las políticas e instituciones nacionales (EPIN) (http://www.worldbank.org/ida).",
"IQ.CPA.PROT.XQ","Calificación de protección social de la CPIA (1=bajo a 6=alto)","La protección social y laboral evalúa las políticas de Gobierno en materia de regulación de la protección social y el mercado de trabajo que reducen el riesgo de empobrecimiento, asisten a quienes son pobres a hacer mejor frente a otros riesgos, y aseguran un nivel mínimo de bienestar para todo el pueblo.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.PROP.XQ","Calificación de derechos de propiedad y gobierno basado en normas de la CPIA (1=bajo a 6=alto)","Los derechos de propiedad y gobierno basado en normas evalúan en qué medida la actividad económica privada se ve facilitada por un sistema jurídico eficaz y una estructura de gobierno basado en normas, en la que los derechos de propiedad y contractuales son respetados y cumplidos de manera confiable.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.PRES.XQ","Calificación de equidad en el uso de los recursos públicos de la CPIA (1=bajo a 6=alto)","La equidad en el uso de los recursos públicos evalúa el grado en que el patrón del gasto público y la recaudación fiscal tienen efecto sobre la pobreza, y hasta qué punto es congruente con las prioridades en torno a la reducción de la pobreza nacional.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.PADM.XQ","Calificación de calidad de la administración pública de la CPIA (1=bajo a 6=alto)","La calidad de la administración pública evalúa la medida en que el personal civil del Gobierno central se estructura para formular y ejecutar políticas de Gobierno, y prestar servicios de manera efectiva.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
"IQ.CPA.MACR.XQ","Calificación de gestión macroeconómica de la CPIA (1=bajo a 6=alto)","La gestión macroeconómica evalúa el marco de políticas monetarias, cambiarias y de demanda agregada. ","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
